id,title,date,assignee,word_count,date_parsed,year,type_document,text_for_rag
US-D965147-S,Surgical forceps,2022-09-27,"ECA Medical Instruments, Inc.",2,2022-09-27,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical forceps
US-D875252-S,Implantable surgical membrane,2020-02-11,"Riverpoint Medical, Llc",3,2020-02-11,2020,Modèle industriel,[Modèle industriel] TITLE: Implantable surgical membrane
US-D875251-S,Implantable surgical membrane,2020-02-11,"Riverpoint Medical, Llc",3,2020-02-11,2020,Modèle industriel,[Modèle industriel] TITLE: Implantable surgical membrane
US-D679815-S,Medical device,2013-04-09,Abbott Diabetes Care Inc.,2,2013-04-09,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D741531-S,Illuminator for a medical device or the like,2015-10-20,"Welch Allyn, Inc.",8,2015-10-20,2015,Modèle industriel,[Modèle industriel] TITLE: Illuminator for a medical device or the like
US-D1039693-S,Surgical nail,2024-08-20,"Microport Navibot (Suzhou) Co., Ltd.",2,2024-08-20,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical nail
US-D641350-S,Base for a portable medical device or laptop,2011-07-12,DanMedical Ltd.,8,2011-07-12,2011,Modèle industriel,[Modèle industriel] TITLE: Base for a portable medical device or laptop
US-D713959-S,Surgical clamp,2014-09-23,Cardiomedical Gmbh,2,2014-09-23,2014,Modèle industriel,[Modèle industriel] TITLE: Surgical clamp
US-D731651-S,Medical device,2015-06-09,Ferton Holding S.A.,2,2015-06-09,2015,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D845477-S,Surgical retractor,2019-04-09,Richard W. Shallman,2,2019-04-09,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical retractor
US-D1029273-S,Pedestal for a robot-assisted surgical system,2024-05-28,Momentis Surgical Ltd,6,2024-05-28,2024,Modèle industriel,[Modèle industriel] TITLE: Pedestal for a robot-assisted surgical system
US-D770046-S,Surgical mesh implant,2016-10-25,Johnson & Johnson Medical Gmbh,3,2016-10-25,2016,Modèle industriel,[Modèle industriel] TITLE: Surgical mesh implant
US-D664650-S,Handle for medical device,2012-07-31,Karl Storz Gmbh & Co. Kg,4,2012-07-31,2012,Modèle industriel,[Modèle industriel] TITLE: Handle for medical device
US-D856516-S,Surgical blade loader,2019-08-13,"Aspen Surgical Products, Inc.",3,2019-08-13,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical blade loader
US-D962436-S,Staple retainer for surgical stapler cartridge,2022-08-30,Cilag Gmbh International,6,2022-08-30,2022,Modèle industriel,[Modèle industriel] TITLE: Staple retainer for surgical stapler cartridge
US-D850621-S,Dental implant,2019-06-04,Yukihisa Takahashi,2,2019-06-04,2019,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D1029257-S,Surgical cement removal tool,2024-05-28,Shukla Medical,4,2024-05-28,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical cement removal tool
US-D1032837-S,Surgical cement tapping tool,2024-06-25,Shukla Medical,4,2024-06-25,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical cement tapping tool
US-D884905-S,Surgical C-section drape with tunnel,2020-05-19,"Medline Industries, Inc.",5,2020-05-19,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical C-section drape with tunnel
US-D894384-S,Elongated medical device with flexibility enhancing features,2020-08-25,"Transit Scientific, LLC",7,2020-08-25,2020,Modèle industriel,[Modèle industriel] TITLE: Elongated medical device with flexibility enhancing features
US-D1041655-S,Hub for a surgical blade,2024-09-10,Shukla Medical,5,2024-09-10,2024,Modèle industriel,[Modèle industriel] TITLE: Hub for a surgical blade
US-D566836-S,Surgical instrument handle assembly,2008-04-15,"Encision, Inc.",4,2008-04-15,2008,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument handle assembly
US-D875938-S,Spinal implant,2020-02-18,"In Queue Innovations, Llc",2,2020-02-18,2020,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D581055-S,Dynamic spinal plate implant,2008-11-18,Mateyka Richard M,4,2008-11-18,2008,Modèle industriel,[Modèle industriel] TITLE: Dynamic spinal plate implant
US-D997357-S,Abutment for dental implant,2023-08-29,"Truabutment Korea, Inc.",4,2023-08-29,2023,Modèle industriel,[Modèle industriel] TITLE: Abutment for dental implant
US-D961532-S,Foot switch for a medical device,2022-08-23,"Dhupar Innovations, LLC",6,2022-08-23,2022,Modèle industriel,[Modèle industriel] TITLE: Foot switch for a medical device
US-D810294-S,Bone implant,2018-02-13,Betzalel Messinger,2,2018-02-13,2018,Modèle industriel,[Modèle industriel] TITLE: Bone implant
US-D992735-S,Surgical instrument,2023-07-18,Iromed Group S.r.l.,2,2023-07-18,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument
US-D921186-S,Medical device button configuration,2021-06-01,"Intuitive Surgical Operations, Inc.",4,2021-06-01,2021,Modèle industriel,[Modèle industriel] TITLE: Medical device button configuration
US-D1036668-S,Surgical cement removal tool,2024-07-23,Shukla Medical,4,2024-07-23,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical cement removal tool
US-D800906-S,Surgical tool,2017-10-24,"Medtronic Ps Medical, Inc.",2,2017-10-24,2017,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D847342-S,Spinal implant,2019-04-30,"Warsaw Orthopedic, Inc.",2,2019-04-30,2019,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D629520-S,Spinous process implant,2010-12-21,Horton Kenneth L,3,2010-12-21,2010,Modèle industriel,[Modèle industriel] TITLE: Spinous process implant
US-D713038-S,Support for medical device,2014-09-09,"Samsung Electronics Co., Ltd.",4,2014-09-09,2014,Modèle industriel,[Modèle industriel] TITLE: Support for medical device
US-D912249-S,Implant removal tool,2021-03-02,"Intarcia Therapeutics, Inc.",3,2021-03-02,2021,Modèle industriel,[Modèle industriel] TITLE: Implant removal tool
US-D679020-S,Surgical armrest,2013-03-26,Karl Storz Gmbh & Co. Kg,2,2013-03-26,2013,Modèle industriel,[Modèle industriel] TITLE: Surgical armrest
US-D694886-S,Implant,2013-12-03,Ams Research Corporation,1,2013-12-03,2013,Modèle industriel,[Modèle industriel] TITLE: Implant
US-D877911-S,Ocular implant,2020-03-10,"New World Medical, Inc.",2,2020-03-10,2020,Modèle industriel,[Modèle industriel] TITLE: Ocular implant
US-D836693-S,Stand for a surgical microscope,2018-12-25,Carl Zeiss Meditec Ag,5,2018-12-25,2018,Modèle industriel,[Modèle industriel] TITLE: Stand for a surgical microscope
US-D927426-S,Medical device connector,2021-08-10,"Physio-Control, Inc.",3,2021-08-10,2021,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D960365-S,Hub for a surgical blade,2022-08-09,Shukla Medical,5,2022-08-09,2022,Modèle industriel,[Modèle industriel] TITLE: Hub for a surgical blade
US-D940875-S,Eye surgical device,2022-01-11,Arun C. Gulani,3,2022-01-11,2022,Modèle industriel,[Modèle industriel] TITLE: Eye surgical device
US-D927425-S,Medical device connector,2021-08-10,"Physio-Control, Inc.",3,2021-08-10,2021,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D747486-S,Interbody implant,2016-01-12,"Nantoh Co., Ltd.",2,2016-01-12,2016,Modèle industriel,[Modèle industriel] TITLE: Interbody implant
US-D765859-S,Dental implant,2016-09-06,"Fereidoun Daftary, Oded Bahat",2,2016-09-06,2016,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D947382-S,Surgical curette,2022-03-29,Seoul National University Hospital,2,2022-03-29,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical curette
US-D765860-S,Dental implant,2016-09-06,"Fereidoun Daftary, Oded Bahat",2,2016-09-06,2016,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D765250-S,Dental implant,2016-08-30,"Fereidoun Daftary, Oded Bahat",2,2016-08-30,2016,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D679814-S,Medical device,2013-04-09,Abbott Diabetes Care Inc.,2,2013-04-09,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D613405-S,Surgical sewing instrument,2010-04-06,Karl Storz Gmbh & Co. Kg,3,2010-04-06,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical sewing instrument
US-D689189-S,Medical device,2013-09-03,Abbott Diabetes Care Inc.,2,2013-09-03,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D670378-S,Surgical device thumb bow,2012-11-06,Conmed Corporation,4,2012-11-06,2012,Modèle industriel,[Modèle industriel] TITLE: Surgical device thumb bow
US-D1031043-S,Support device for producing a dental implant,2024-06-11,"M3 Health Industria E Comércio De Produtos Médicos, Odontológicos E Correlatos S.A.",7,2024-06-11,2024,Modèle industriel,[Modèle industriel] TITLE: Support device for producing a dental implant
US-D603253-S,Packaging for surgical blade tips with stand and guide,2009-11-03,"Becton, Dickinson And Company",9,2009-11-03,2009,Modèle industriel,[Modèle industriel] TITLE: Packaging for surgical blade tips with stand and guide
US-D1028228-S,Surgical handpiece,2024-05-21,Stryker Corporation,2,2024-05-21,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical handpiece
US-D842479-S,Spinal implant,2019-03-05,"Warsaw Orthopedic, Inc.",2,2019-03-05,2019,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D1046145-S,Surgical cage,2024-10-08,Intelivation Technologies Llc,2,2024-10-08,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical cage
US-D622386-S,Surgical saw device,2010-08-24,"Synvasive Technology, Inc.",3,2010-08-24,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical saw device
US-D1028229-S,Surgical handpiece,2024-05-21,Stryker Corporation,2,2024-05-21,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical handpiece
US-D829910-S,Cervical plate implant,2018-10-02,"NuTech Spine, Inc.",3,2018-10-02,2018,Modèle industriel,[Modèle industriel] TITLE: Cervical plate implant
US-D818700-S,Container for medical implant,2018-05-29,"Pneumrx, Inc.",4,2018-05-29,2018,Modèle industriel,[Modèle industriel] TITLE: Container for medical implant
US-D950736-S,Shaft for ultrasonic surgical instruments,2022-05-03,"SMTP Medical Co., Ltd.",5,2022-05-03,2022,Modèle industriel,[Modèle industriel] TITLE: Shaft for ultrasonic surgical instruments
US-D955582-S,Cranial implant,2022-06-21,CraniUS LLC,2,2022-06-21,2022,Modèle industriel,[Modèle industriel] TITLE: Cranial implant
US-D762855-S,Surgical navigation instrument,2016-08-02,Karl Storz Gmbh & Co. Kg,3,2016-08-02,2016,Modèle industriel,[Modèle industriel] TITLE: Surgical navigation instrument
US-D692561-S,Dental implant abutment shell,2013-10-29,"Mark N. Hochman, Stephen J. Chu, Jocelyn Huiping Tan-Chu, Adam J. Mieleszko",4,2013-10-29,2013,Modèle industriel,[Modèle industriel] TITLE: Dental implant abutment shell
US-D782666-S,Flange for a surgical tool,2017-03-28,Coloplast A/S,5,2017-03-28,2017,Modèle industriel,[Modèle industriel] TITLE: Flange for a surgical tool
US-D1031031-S,Surgical handpiece,2024-06-11,Stryker Corporation,2,2024-06-11,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical handpiece
US-D919930-S,Pair of surgical gloves with removal means,2021-05-25,Stephen Jones,7,2021-05-25,2021,Modèle industriel,[Modèle industriel] TITLE: Pair of surgical gloves with removal means
US-D878583-S,Robotic surgical system handpiece,2020-03-17,"U.S. Patent Innovations, LLC",4,2020-03-17,2020,Modèle industriel,[Modèle industriel] TITLE: Robotic surgical system handpiece
US-D949337-S,Surgical instrument handle,2022-04-19,"Scanlan International, Inc.",3,2022-04-19,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument handle
US-D734606-S,Fabric bag housing a medical device,2015-07-21,Linda Kirtland Donahue,6,2015-07-21,2015,Modèle industriel,[Modèle industriel] TITLE: Fabric bag housing a medical device
US-D713960-S,Surgical needle,2014-09-23,Amir Porat,2,2014-09-23,2014,Modèle industriel,[Modèle industriel] TITLE: Surgical needle
US-D833011-S,Surgical instrument,2018-11-06,"Dariush Nazarinasab, Javad Hasani bidgoli, Mohammad Jalal Sadeghi, Alireza Ahmadian, Farzam Farahmand, Saeed Sarkar",2,2018-11-06,2018,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument
US-D884157-S,Medical device,2020-05-12,"Intuitive Surgical Operations, Inc.",2,2020-05-12,2020,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D720855-S,Operation panel for medical device,2015-01-06,"Samsung Electronics Co., Ltd.",5,2015-01-06,2015,Modèle industriel,[Modèle industriel] TITLE: Operation panel for medical device
US-D878308-S,Pedal switch for a surgical navigation system,2020-03-17,Aesculap Ag,7,2020-03-17,2020,Modèle industriel,[Modèle industriel] TITLE: Pedal switch for a surgical navigation system
US-D1022194-S,Strike plate for a surgical instrument,2024-04-09,Shukla Medical,6,2024-04-09,2024,Modèle industriel,[Modèle industriel] TITLE: Strike plate for a surgical instrument
US-D827839-S,Medical device,2018-09-04,Dermagenesis Llc,2,2018-09-04,2018,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D742514-S,Orthopaedic surgical instrument offset tool,2015-11-03,Depuy (Ireland),5,2015-11-03,2015,Modèle industriel,[Modèle industriel] TITLE: Orthopaedic surgical instrument offset tool
US-D728100-S,Surgical knife,2015-04-28,"Kai R&D Center Co., Ltd.",2,2015-04-28,2015,Modèle industriel,[Modèle industriel] TITLE: Surgical knife
US-D1010818-S,Operating unit for surgical device,2024-01-09,Olympus Corporation,5,2024-01-09,2024,Modèle industriel,[Modèle industriel] TITLE: Operating unit for surgical device
US-D780309-S,Single site surgical uniport,2017-02-28,"Axcess Instruments, Inc.",4,2017-02-28,2017,Modèle industriel,[Modèle industriel] TITLE: Single site surgical uniport
US-D846740-S,Knife for surgical purposes,2019-04-23,Pfm Medical Ag,4,2019-04-23,2019,Modèle industriel,[Modèle industriel] TITLE: Knife for surgical purposes
US-D998156-S,Surgical drape,2023-09-05,"Mizuho Orthopedic Systems, Inc.",2,2023-09-05,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical drape
US-D925743-S,Wired-mouth protection medical device,2021-07-20,Kelly M. Putnam,4,2021-07-20,2021,Modèle industriel,[Modèle industriel] TITLE: Wired-mouth protection medical device
US-D1030057-S,Surgical implant extraction jaw,2024-06-04,Shukla Medical,4,2024-06-04,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical implant extraction jaw
US-D1041662-S,Pad for surgical boot,2024-09-10,"Allen Medical Systems, Inc.",4,2024-09-10,2024,Modèle industriel,[Modèle industriel] TITLE: Pad for surgical boot
US-D936222-S,Bending tool for malleable ENT surgical tools,2021-11-16,"Acclarent, Inc.",7,2021-11-16,2021,Modèle industriel,[Modèle industriel] TITLE: Bending tool for malleable ENT surgical tools
US-D938037-S,Dental implant,2021-12-07,Chun Leon CHEN,2,2021-12-07,2021,Modèle industriel,[Modèle industriel] TITLE: Dental implant
US-D963167-S,Size adjustable device to cover and secure implantable devices in surgical applications,2022-09-06,Anke Young,12,2022-09-06,2022,Modèle industriel,[Modèle industriel] TITLE: Size adjustable device to cover and secure implantable devices in surgical applications
US-D954958-S,Surgical suction filter,2022-06-14,"Sustain Medical, LLC",3,2022-06-14,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical suction filter
US-D760894-S,Orthopedic implant retaining device,2016-07-05,"Biomedical Enterprises, Inc.",4,2016-07-05,2016,Modèle industriel,[Modèle industriel] TITLE: Orthopedic implant retaining device
US-D952182-S,Lid for a medical implant and/or instrument case,2022-05-17,"DePuy Synthes Products, Inc.",8,2022-05-17,2022,Modèle industriel,[Modèle industriel] TITLE: Lid for a medical implant and/or instrument case
US-D654590-S,Surgical saw blade hub,2012-02-21,"Synvasive Technology, Inc.",4,2012-02-21,2012,Modèle industriel,[Modèle industriel] TITLE: Surgical saw blade hub
US-D915595-S,Dental implant drill,2021-04-06,"Haenaem Co., Ltd.",3,2021-04-06,2021,Modèle industriel,[Modèle industriel] TITLE: Dental implant drill
US-D786437-S,Nasal implant,2017-05-09,"Shawhan Biomedical Co., Ltd.",2,2017-05-09,2017,Modèle industriel,[Modèle industriel] TITLE: Nasal implant
US-D994893-S,Portable medical device,2023-08-08,University Of Washington,3,2023-08-08,2023,Modèle industriel,[Modèle industriel] TITLE: Portable medical device
US-D667949-S,Ceiling mount having an arm holding a monitor and an arm assembly for holding a surgical microscope,2012-09-25,Carl Zeiss Meditec Ag,17,2012-09-25,2012,Modèle industriel,[Modèle industriel] TITLE: Ceiling mount having an arm holding a monitor and an arm assembly for holding a surgical microscope
US-D916290-S,Hair implant,2021-04-13,Loria Products Llc,2,2021-04-13,2021,Modèle industriel,[Modèle industriel] TITLE: Hair implant
US-D852978-S,Surgical tool organizer,2019-07-02,Seville Medical Inc.,3,2019-07-02,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical tool organizer
US-D1002007-S,Surgical implant extraction jaws set,2023-10-17,Shukla Medical,5,2023-10-17,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical implant extraction jaws set
US-D1013640-S,Medical device connector,2024-02-06,"Physio-Control, Inc.",3,2024-02-06,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device connector
US-D882780-S,Surgical spinal dilator,2020-04-28,Edward Rustamzadeh,3,2020-04-28,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical spinal dilator
US-D926994-S,Enclosure system for isolation of surgical sites,2021-08-03,Surgibox Inc.,7,2021-08-03,2021,Modèle industriel,[Modèle industriel] TITLE: Enclosure system for isolation of surgical sites
US-D1017811-S,Medical device for magnetic field-based healthcare,2024-03-12,Starpax Biopharma Inc.,6,2024-03-12,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for magnetic field-based healthcare
US-D901014-S,Porous implant,2020-11-03,Ortho Development Corporation,2,2020-11-03,2020,Modèle industriel,[Modèle industriel] TITLE: Porous implant
US-D949332-S,Dock for surgical equipment holder,2022-04-19,"Lsi Solutions, Inc.",5,2022-04-19,2022,Modèle industriel,[Modèle industriel] TITLE: Dock for surgical equipment holder
US-D626222-S,Surgical handpiece,2010-10-26,Conmed Corporation,2,2010-10-26,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical handpiece
US-D743030-S,Surgical tool,2015-11-10,Prash Jayaraj,2,2015-11-10,2015,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D685470-S,Medical device housing,2013-07-02,"Boston Scientific Scimed, Inc.",3,2013-07-02,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device housing
US-D812750-S,Surgical instrument,2018-03-13,Imperial Innovations Limited,2,2018-03-13,2018,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument
US-D731661-S,Adjustable surgical stand,2015-06-09,Sammy Lane Cox,3,2015-06-09,2015,Modèle industriel,[Modèle industriel] TITLE: Adjustable surgical stand
US-D613406-S,Blade for surgical instruments,2010-04-06,Ivo Agabiti,4,2010-04-06,2010,Modèle industriel,[Modèle industriel] TITLE: Blade for surgical instruments
US-D1013161-S,Medical device,2024-01-30,Koninklijke Philips N.V.,2,2024-01-30,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D948717-S,Sacro-iliac guide,2022-04-12,"Mighty Oak Medical, Inc.",2,2022-04-12,2022,Modèle industriel,[Modèle industriel] TITLE: Sacro-iliac guide
US-D829911-S,Cervical buttress plate implant,2018-10-02,"NuTech Spine, Inc.",4,2018-10-02,2018,Modèle industriel,[Modèle industriel] TITLE: Cervical buttress plate implant
US-RE45714-E,Hand implant,2015-10-06,Normed Medizin-Technik Gmbh,2,2015-10-06,2015,Modèle industriel,[Modèle industriel] TITLE: Hand implant
US-D585551-S,Spinal implant,2009-01-27,"Zimmer Spine, Inc.",2,2009-01-27,2009,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D945620-S,Great toe implant,2022-03-08,"Biopoly, Llc",3,2022-03-08,2022,Modèle industriel,[Modèle industriel] TITLE: Great toe implant
US-D631161-S,Surgical knife,2011-01-18,Dasilva Manuel,2,2011-01-18,2011,Modèle industriel,[Modèle industriel] TITLE: Surgical knife
US-D684318-S,Surgical clipper,2013-06-11,3M Innovative Properties Company,2,2013-06-11,2013,Modèle industriel,[Modèle industriel] TITLE: Surgical clipper
US-D1042825-S,Handle for a medical device,2024-09-17,"Abiomed, Inc.",5,2024-09-17,2024,Modèle industriel,[Modèle industriel] TITLE: Handle for a medical device
US-D1001277-S,Surgical implant extraction jaws set,2023-10-10,Shukla Medical,5,2023-10-10,2023,Modèle industriel,[Modèle industriel] TITLE: Surgical implant extraction jaws set
US-D847341-S,Spinal implant,2019-04-30,"Warsaw Orthopedic, Inc.",2,2019-04-30,2019,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D702039-S,Waterproof bag for a cochlear implant,2014-04-08,Cochlear Limited,6,2014-04-08,2014,Modèle industriel,[Modèle industriel] TITLE: Waterproof bag for a cochlear implant
US-D1029259-S,Portion of a medical device,2024-05-28,New Wave Endo-Surgical Corp.,5,2024-05-28,2024,Modèle industriel,[Modèle industriel] TITLE: Portion of a medical device
US-D583057-S,Dental implant fixture,2008-12-16,Gc Corporation,3,2008-12-16,2008,Modèle industriel,[Modèle industriel] TITLE: Dental implant fixture
US-D987079-S,Vein implant,2023-05-23,Steve A. Haworth,2,2023-05-23,2023,Modèle industriel,[Modèle industriel] TITLE: Vein implant
US-D861900-S,Medical device,2019-10-01,Orthofix Inc.,2,2019-10-01,2019,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D679816-S,Medical device,2013-04-09,Abbott Diabetes Care Inc.,2,2013-04-09,2013,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D928321-S,Bayonet surgical scissor,2021-08-17,Julian Goodheart Kingsley,3,2021-08-17,2021,Modèle industriel,[Modèle industriel] TITLE: Bayonet surgical scissor
US-D799042-S,Orthopedic implant sizing device,2017-10-03,"Biomedical Enterprises, Inc.",4,2017-10-03,2017,Modèle industriel,[Modèle industriel] TITLE: Orthopedic implant sizing device
US-D859661-S,Connector pad for surgical positioner,2019-09-10,"Innovative Medical Products, Inc.",5,2019-09-10,2019,Modèle industriel,[Modèle industriel] TITLE: Connector pad for surgical positioner
US-D765254-S,Medical device,2016-08-30,"Samsung Electronics Co., Ltd.",2,2016-08-30,2016,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D629112-S,Medical device assembly,2010-12-14,Rudolf Medical GmbH & Co. KG,3,2010-12-14,2010,Modèle industriel,[Modèle industriel] TITLE: Medical device assembly
US-D620109-S,Surgical installation tool,2010-07-20,"Zimmer Spine, Inc.",3,2010-07-20,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical installation tool
US-D589347-S,Package for holding surgical implants,2009-03-31,"Ethicon, Inc.-Usa",5,2009-03-31,2009,Modèle industriel,[Modèle industriel] TITLE: Package for holding surgical implants
US-D755390-S,X-ray tube for medical device,2016-05-03,"Kabushiki Kaisha Toshiba, Toshiba Electron Tubes & Devices Co., Ltd.",5,2016-05-03,2016,Modèle industriel,[Modèle industriel] TITLE: X-ray tube for medical device
US-D916283-S,Surgical stapler washer,2021-04-13,Ethicon Llc,3,2021-04-13,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical stapler washer
US-D916284-S,Surgical stapler washer,2021-04-13,Ethicon Llc,3,2021-04-13,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical stapler washer
US-D928317-S,Jaw for a surgical instrument,2021-08-17,Shukla Medical,5,2021-08-17,2021,Modèle industriel,[Modèle industriel] TITLE: Jaw for a surgical instrument
US-D928316-S,Jaw for a surgical instrument,2021-08-17,Shukla Medical,5,2021-08-17,2021,Modèle industriel,[Modèle industriel] TITLE: Jaw for a surgical instrument
US-D627464-S,Surgical saw blade teeth,2010-11-16,"Microaire Surgical Instruments, Inc.",4,2010-11-16,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical saw blade teeth
US-D865164-S,Surgical instrument actuator end portion,2019-10-29,"Intuitive Surgical Operations, Inc.",5,2019-10-29,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument actuator end portion
US-D789536-S,Ophthalmic surgical manipulator,2017-06-13,"Katalyst Surgical, Llc",3,2017-06-13,2017,Modèle industriel,[Modèle industriel] TITLE: Ophthalmic surgical manipulator
US-D1017809-S,Medical device for magnetic field-based healthcare,2024-03-12,Starpax Biopharma Inc.,6,2024-03-12,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for magnetic field-based healthcare
US-D1017808-S,Medical device for magnetic field-based healthcare,2024-03-12,Starpax Biopharma Inc.,6,2024-03-12,2024,Modèle industriel,[Modèle industriel] TITLE: Medical device for magnetic field-based healthcare
US-D607557-S,Surgical irrigation bowl,2010-01-05,Wiggins Chris E,3,2010-01-05,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical irrigation bowl
US-D804164-S,Medical device case,2017-12-05,"Sage Services Group, Llc",3,2017-12-05,2017,Modèle industriel,[Modèle industriel] TITLE: Medical device case
US-D1010315-S,Surgical microscope,2024-01-09,Carl Zeiss Meditec Ag,2,2024-01-09,2024,Modèle industriel,[Modèle industriel] TITLE: Surgical microscope
US-D917050-S,Hair implant,2021-04-20,Loria Products Llc,2,2021-04-20,2021,Modèle industriel,[Modèle industriel] TITLE: Hair implant
US-D933224-S,Surgical blade,2021-10-12,Shukla Medical,2,2021-10-12,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical blade
US-D625007-S,Surgical tool,2010-10-05,Peter Leo Macken,2,2010-10-05,2010,Modèle industriel,[Modèle industriel] TITLE: Surgical tool
US-D933213-S,Surgical punch,2021-10-12,Shukla Medical,2,2021-10-12,2021,Modèle industriel,[Modèle industriel] TITLE: Surgical punch
US-D853582-S,Surgical needle counter,2019-07-09,"Newgen Surgical, Inc.",3,2019-07-09,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical needle counter
US-D651311-S,Handle for a surgical instrument,2011-12-27,"Medicine Lodge, Inc.",5,2011-12-27,2011,Modèle industriel,[Modèle industriel] TITLE: Handle for a surgical instrument
US-D956223-S,Surgical retractor,2022-06-28,"Innovasis, Inc.",2,2022-06-28,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical retractor
US-D638941-S,Medical device,2011-05-31,Karl Storz Gmbh & Co. Kg,2,2011-05-31,2011,Modèle industriel,[Modèle industriel] TITLE: Medical device
US-D679394-S,Intramedullary implant extractor,2013-04-02,"Richard P. Gleixner, Richard L. McGough, III",3,2013-04-02,2013,Modèle industriel,[Modèle industriel] TITLE: Intramedullary implant extractor
US-D950055-S,Surgical jaws,2022-04-26,Robert A. Van Wyk,2,2022-04-26,2022,Modèle industriel,[Modèle industriel] TITLE: Surgical jaws
US-D870285-S,Implant,2019-12-17,Swemac Innovation Ab,1,2019-12-17,2019,Modèle industriel,[Modèle industriel] TITLE: Implant
US-D602159-S,Surgical instrument,2009-10-13,Yechiel Gotfried,2,2009-10-13,2009,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument
US-D685088-S,Surgical instrument,2013-06-25,"DePuy Synthes Products, LLC",2,2013-06-25,2013,Modèle industriel,[Modèle industriel] TITLE: Surgical instrument
US-D858777-S,Surgical table attachment frame,2019-09-03,"Hy Innovation, Llc",4,2019-09-03,2019,Modèle industriel,[Modèle industriel] TITLE: Surgical table attachment frame
US-D847996-S,Spinal implant,2019-05-07,"Warsaw Orthopedic, Inc.",2,2019-05-07,2019,Modèle industriel,[Modèle industriel] TITLE: Spinal implant
US-D884172-S,Surgical cutting tool,2020-05-12,Peter L. Bono,3,2020-05-12,2020,Modèle industriel,[Modèle industriel] TITLE: Surgical cutting tool
US-D722380-S,Bone fusion implant,2015-02-10,"Del Palma Orthopedics, LLC",3,2015-02-10,2015,Modèle industriel,[Modèle industriel] TITLE: Bone fusion implant
